t1,t2,f1,f2,E
12.4,12.5,140.0,190.0,0.00020320817773888792
12.600000000000001,12.700000000000001,140.0,190.0,0.0001984368913181166
24.700000000000003,24.8,140.0,190.0,0.0001875370226992536
17.5,17.6,240.0,290.0,0.00018272799536415613
13.3,13.4,280.0,330.0,0.00016344285688871577
4.5,4.6000000000000005,220.0,270.0,0.00015945989105593618
4.7,4.800000000000001,220.0,270.0,0.0001528107607506862
30.6,30.700000000000003,300.0,350.0,0.00014045823092659871
12.700000000000001,12.8,140.0,190.0,0.00012471935217193498
24.8,24.900000000000002,160.0,210.0,0.00011536985632055393
12.8,12.9,380.0,430.0,0.00010723124580723591
16.6,16.7,320.0,370.0,9.666642959950732e-05
24.900000000000002,25.0,160.0,210.0,9.59005776087032e-05
27.1,27.200000000000003,320.0,370.0,9.005302591953285e-05
17.8,17.900000000000002,240.0,290.0,8.15611134277317e-05
16.3,16.400000000000002,160.0,210.0,6.610428468254805e-05
30.700000000000003,30.8,320.0,370.0,6.379619902136767e-05
16.2,16.3,160.0,210.0,5.578272117601703e-05
27.200000000000003,27.3,240.0,290.0,4.9366868442294905e-05
16.7,16.8,160.0,210.0,4.930054535560372e-05
13.700000000000001,13.8,140.0,190.0,2.6284329395148e-05
13.5,13.600000000000001,320.0,370.0,1.8589956363225332e-05
0.9,1.0,60.0,110.0,2.4480568327088393e-07
1.0,1.1,800.0,850.0,2.3909529349088375e-07
1.3,1.4000000000000001,60.0,110.0,1.1812794672747671e-07
1.1,1.2000000000000002,60.0,110.0,1.1692668163721188e-07
0.8,0.9,60.0,110.0,1.0600371916932226e-07
0.6000000000000001,0.7000000000000001,60.0,110.0,1.0132274602524987e-07
0.1,0.2,60.0,110.0,9.682972176933056e-08
1.2000000000000002,1.3,60.0,110.0,8.426893222893325e-08
0.4,0.5,60.0,110.0,8.066465432765653e-08
0.30000000000000004,0.4,460.0,510.0,7.74576609595952e-08
0.5,0.6000000000000001,60.0,110.0,7.697676604790449e-08
0.2,0.30000000000000004,60.0,110.0,5.721792961010324e-08
0.7000000000000001,0.8,60.0,110.0,5.163099015531908e-08
0.0,0.1,60.0,110.0,3.003412883411729e-08
